id,male,age,marital,education,balance,housing,treatment,donation
34777,1,34,divorced,secondary,661,yes,1,221.5
34778,0,33,married,secondary,353,yes,0,169.1
34779,0,35,married,tertiary,552,yes,0,202.3
34780,0,35,divorced,tertiary,172,no,0,198.3
34781,0,26,single,secondary,461,no,1,203.2
34782,0,28,single,secondary,0,no,1,207.4
34783,0,35,married,secondary,2971,no,0,202.5
34784,0,51,divorced,secondary,203,yes,1,257.7
34785,0,42,married,primary,969,yes,0,222.9
34786,0,32,single,tertiary,1100,yes,0,164
34787,1,32,married,primary,415,yes,1,276.3
34788,0,39,single,tertiary,1043,no,1,269.3
34789,0,32,married,tertiary,820,yes,0,216.7
34790,0,41,married,secondary,641,yes,0,215
34791,0,44,married,primary,420,yes,0,226
34792,0,39,divorced,tertiary,649,no,1,222.3
34793,1,57,married,primary,195,yes,1,321.7
34794,0,47,married,primary,320,no,0,249.7
34795,1,53,married,primary,238,yes,1,374.2
34796,0,27,single,tertiary,118,no,0,174.3
34797,1,36,married,secondary,1746,yes,0,254.8
34798,0,38,married,secondary,226,no,1,263.6
34799,0,43,married,primary,487,yes,0,226
34800,1,45,divorced,primary,-249,no,1,304.3
34801,1,34,married,secondary,250,yes,1,271.5
34802,1,28,married,secondary,702,yes,0,228.9
34803,0,58,married,secondary,139,no,0,230.2
34804,1,52,married,secondary,118,no,1,303.4
34805,1,42,single,tertiary,0,yes,1,281.6
34806,1,30,single,tertiary,868,yes,1,221.2
34807,1,45,single,secondary,827,no,0,267.8
34808,1,22,single,secondary,2488,no,1,198
34809,0,40,married,tertiary,35,no,0,198.6
34810,1,59,divorced,secondary,5314,yes,1,357.7
34811,0,44,married,secondary,6649,yes,1,221.8
34812,0,30,single,tertiary,162,yes,0,187.6
34813,1,48,married,secondary,1159,yes,1,271
34814,0,32,single,tertiary,0,no,1,236.1
34815,1,70,married,tertiary,14220,no,1,410.2
34816,1,34,married,secondary,8309,yes,1,263.8
34817,1,28,single,unknown,0,no,1,245.5
34818,1,38,married,primary,1327,yes,0,204.8
34819,1,55,married,secondary,273,yes,1,337.7
34820,1,49,married,secondary,-147,yes,0,275.1
34821,0,37,married,primary,704,yes,0,192.2
34822,0,39,married,tertiary,2,yes,1,251.8
34823,1,36,married,tertiary,307,yes,1,285.2
34824,0,32,single,secondary,1143,yes,0,174.4
34825,0,39,married,tertiary,0,no,1,255.6
34826,0,41,married,unknown,88,no,0,202.8
34827,0,30,single,tertiary,604,no,0,182.6
34828,0,31,married,secondary,212,no,1,208.3
34829,1,45,single,secondary,315,yes,1,302.5
34830,1,47,married,secondary,-9,yes,0,263.5
34831,0,53,married,unknown,7,no,0,292.8
34832,1,37,divorced,secondary,490,no,1,268.8
34833,1,37,married,unknown,603,yes,1,265.6
34834,0,25,single,secondary,1790,yes,0,172
34835,0,38,married,tertiary,2278,yes,0,262.3
34836,1,43,married,secondary,297,yes,1,276.1
34837,1,37,married,unknown,1699,yes,1,274.5
34838,0,53,divorced,secondary,238,no,1,282.3
34839,0,34,married,secondary,0,yes,0,200.8
34840,1,60,single,unknown,104,no,0,288.2
34841,0,53,divorced,secondary,0,yes,1,321.2
34842,1,22,single,secondary,2488,no,1,201.3
34843,0,30,married,tertiary,1221,yes,1,225.2
34844,0,48,married,primary,1678,yes,1,293.1
34845,1,37,married,tertiary,393,yes,1,236.4
34846,0,52,married,primary,255,yes,0,250.7
34847,1,23,married,secondary,589,yes,1,263.6
34848,1,31,married,secondary,132,no,1,269.1
34849,0,48,married,tertiary,866,no,1,305.7
34850,0,42,married,secondary,8131,yes,1,273.1
34851,1,59,divorced,tertiary,1573,no,1,330.3
34852,0,29,single,tertiary,452,no,1,192.9
34853,0,41,married,primary,0,yes,0,214.9
34854,0,36,single,unknown,0,yes,0,194.1
34855,1,46,married,secondary,-1400,yes,1,277.3
34856,0,58,divorced,primary,3573,yes,0,291.7
34857,0,58,married,primary,0,yes,1,333.9
34858,1,26,married,secondary,115,no,1,283.7
34859,0,37,married,secondary,0,no,0,180.8
34860,1,36,married,secondary,1746,yes,1,282.5
34861,1,40,single,secondary,3,no,1,256.8
34862,0,29,single,secondary,3672,yes,1,210.9
34863,0,45,divorced,secondary,59,no,0,245.1
34864,1,75,married,secondary,26452,yes,1,383.7
34865,0,35,married,unknown,3576,yes,1,224.8
34866,0,36,married,primary,0,yes,1,229.2
34867,1,30,married,primary,1787,yes,1,209.1
34868,0,40,married,secondary,1100,yes,1,238.5
34869,1,33,married,tertiary,79,yes,1,298.4
34870,1,49,married,secondary,197,no,0,288.3
34871,0,54,married,secondary,-932,yes,1,298.9
34872,0,25,single,secondary,4590,yes,0,161.5
34873,1,50,single,tertiary,433,no,1,286.4
34874,0,30,single,tertiary,7845,yes,0,151.5
34875,0,31,single,primary,599,yes,1,250.1
34876,0,61,married,primary,517,yes,1,340.7
34877,0,37,married,secondary,11303,no,1,293.9
34878,1,36,married,primary,0,yes,1,301.3
34879,1,47,married,secondary,51,no,1,318
34880,0,43,married,secondary,978,yes,1,262.8
34881,1,50,divorced,secondary,32,no,0,281.9
34882,1,57,divorced,primary,2538,yes,1,321.9
34883,0,37,divorced,tertiary,369,no,0,222
34884,1,42,married,secondary,117,no,1,216.7
34885,1,77,divorced,primary,154,no,0,335.9
34886,0,56,married,tertiary,15311,no,0,307.3
34887,0,54,single,tertiary,0,yes,0,238.6
34888,1,27,single,tertiary,88,no,0,165.8
34889,1,66,married,tertiary,10177,no,0,334.4
34890,1,35,married,tertiary,8647,no,1,266.7
34891,0,29,married,tertiary,361,yes,1,219.7
34892,0,58,single,primary,65,yes,0,283.9
34893,1,43,married,secondary,297,yes,1,276.9
34894,0,31,married,secondary,1243,yes,1,230.5
34895,0,35,married,primary,3587,no,0,164.3
34896,1,34,married,secondary,1007,yes,1,250.2
34897,1,31,single,secondary,25,no,1,290.7
34898,0,44,single,tertiary,134,no,1,325.9
34899,0,30,single,tertiary,604,no,0,209.6
34900,0,41,married,tertiary,2885,yes,0,187.9
34901,1,25,single,secondary,2157,no,1,226
34902,1,27,single,secondary,5,no,1,231.4
34903,1,30,single,tertiary,2186,yes,1,268
34904,1,38,married,tertiary,12877,no,1,288.3
34905,0,46,married,secondary,-216,yes,0,196
34906,1,39,single,tertiary,-41,no,1,293.4
34907,1,38,married,secondary,0,yes,1,245.9
34908,0,42,married,unknown,344,yes,1,251.5
34909,0,54,married,secondary,1291,yes,0,262.2
34910,0,44,married,primary,420,yes,1,287.9
34911,0,35,single,secondary,1732,yes,0,211.8
34912,1,29,single,secondary,192,no,1,233.3
34913,1,34,single,secondary,0,yes,1,257.3
34914,0,37,married,secondary,712,no,1,238
34915,1,60,married,primary,71,no,1,336.9
34916,0,26,single,primary,-221,yes,0,191.6
34917,1,50,married,tertiary,202,yes,0,265.5
34918,1,51,single,secondary,2323,yes,1,307.6
34919,1,42,married,primary,704,yes,1,299.9
34920,1,45,married,secondary,0,yes,1,293.8
34921,1,42,single,secondary,30,no,1,271.9
34922,0,32,married,secondary,923,yes,1,228.8
34923,1,58,married,secondary,225,no,0,302.9
34924,0,53,married,secondary,230,yes,0,262
34925,1,32,married,secondary,-33,yes,1,242
34926,0,35,single,primary,4897,yes,1,283.4
34927,0,31,single,tertiary,1957,no,1,257.1
34928,0,49,married,primary,1672,yes,1,275.1
34929,0,32,single,unknown,-120,yes,1,243.8
34930,1,27,single,tertiary,3083,no,1,230.2
34931,1,27,single,tertiary,1,no,1,265.1
34932,0,52,married,tertiary,575,no,0,264.1
34933,1,37,married,secondary,346,yes,1,254.7
34934,0,33,married,tertiary,8023,no,0,187.6
34935,0,42,divorced,secondary,759,no,0,222.1
34936,0,48,married,secondary,427,no,0,274
34937,0,34,married,tertiary,2892,yes,0,186.4
34938,1,48,married,primary,5366,yes,1,306.7
34939,0,28,single,secondary,227,yes,1,226.5
34940,0,43,married,secondary,-26,yes,1,284.2
34941,1,44,divorced,secondary,310,yes,1,254.8
34942,0,34,married,secondary,396,no,1,229.3
34943,1,56,married,tertiary,856,no,0,299.9
34944,1,57,married,tertiary,1172,yes,0,310.6
34945,1,26,single,secondary,1347,yes,0,175.5
34946,0,52,divorced,primary,-191,yes,0,211.1
34947,1,37,married,secondary,132,no,1,305.8
34948,1,43,single,secondary,3403,no,1,262.2
34949,0,35,married,secondary,407,yes,0,193.6
34950,1,33,married,tertiary,2098,no,0,213.4
34951,1,50,married,secondary,1772,no,1,300.5
34952,1,26,single,secondary,1275,no,1,234.4
34953,0,26,single,secondary,127,yes,0,179.7
34954,1,40,married,primary,2077,no,1,281.6
34955,0,35,married,tertiary,8,no,1,223
34956,0,41,married,tertiary,51,yes,1,249.6
34957,1,33,married,secondary,249,yes,1,286.1
34958,1,35,married,tertiary,1145,yes,1,261.8
34959,1,37,married,secondary,342,yes,1,253.3
34960,0,30,married,secondary,-559,yes,1,235.3
34961,0,51,married,secondary,867,yes,0,249.4
34962,1,32,married,tertiary,0,no,0,185.9
34963,0,43,married,secondary,434,yes,1,245.4
34964,1,46,married,primary,-35,no,1,286.6
34965,0,29,married,primary,3748,no,0,199.1
34966,0,46,married,primary,201,no,0,269.7
34967,1,47,married,secondary,1934,no,0,261.2
34968,0,36,married,secondary,300,yes,0,183
34969,0,43,married,secondary,434,yes,1,268.5
34970,0,27,married,secondary,54,yes,1,191.7
34971,0,26,single,tertiary,350,no,1,191.7
34972,1,46,divorced,secondary,-824,yes,1,303.5
34973,1,57,married,secondary,158,no,0,313.1
34974,1,34,divorced,secondary,-131,yes,1,267.3
34975,1,29,single,tertiary,218,yes,0,199.2
34976,1,40,married,secondary,11084,no,0,235.2
34977,1,55,married,tertiary,1598,yes,0,299.5
34978,0,28,single,secondary,0,no,0,219
34979,1,33,married,primary,1165,no,0,244.1
34980,1,36,married,tertiary,2987,no,1,278.3
34981,0,57,divorced,secondary,63,no,0,235.6
34982,0,41,married,secondary,1602,no,0,219.1
34983,0,38,divorced,secondary,0,no,1,266
34984,0,26,single,secondary,565,yes,1,243.4
34985,1,30,single,tertiary,329,yes,0,208.8
34986,1,26,single,tertiary,294,no,0,201.2
34987,0,36,married,unknown,897,yes,1,196.7
34988,0,49,single,primary,2146,no,0,250.8
34989,0,38,divorced,secondary,70,no,0,206.8
34990,0,38,married,primary,168,yes,1,237.1
34991,1,42,married,unknown,415,yes,1,258.4
34992,1,40,single,tertiary,1646,no,1,270.7
34993,1,30,single,secondary,315,yes,1,233.7
34994,0,35,married,secondary,839,yes,1,220.2
34995,1,34,single,tertiary,6766,yes,1,267.3
34996,0,28,married,secondary,655,no,0,188.6
34997,1,53,married,primary,1034,yes,0,294
34998,1,57,divorced,secondary,2538,yes,1,324.3
34999,0,36,divorced,secondary,-11,no,0,204
35000,0,47,married,primary,67,no,1,299.2
35001,0,49,married,secondary,2201,yes,1,283
35002,0,36,married,secondary,55,yes,1,249.1
35003,0,32,married,secondary,401,yes,0,168.4
35004,1,60,single,secondary,366,yes,0,294
35005,1,27,single,secondary,1566,no,0,202.1
35006,0,56,divorced,secondary,138,no,0,256.2
35007,0,38,married,tertiary,950,no,0,228.9
35008,1,32,married,tertiary,4908,no,1,249.7
35009,0,31,married,secondary,3653,yes,0,162
35010,0,31,married,secondary,1664,yes,1,236.7
35011,0,26,single,secondary,50,no,1,198.2
35012,1,31,married,primary,2,yes,1,246
35013,1,40,married,primary,-335,no,0,222.9
35014,0,60,married,tertiary,759,no,0,263.4
35015,0,36,married,tertiary,0,no,0,238.8
35016,0,58,married,secondary,983,yes,1,357.4
35017,0,47,married,secondary,0,yes,1,302.2
35018,0,23,single,primary,103,yes,0,175.1
35019,0,57,married,primary,179,no,0,281.5
35020,0,52,married,secondary,289,yes,0,270.7
35021,0,47,divorced,secondary,2914,yes,1,324.5
35022,0,36,divorced,tertiary,896,no,0,160.4
35023,1,54,married,tertiary,876,no,1,314.5
35024,0,42,single,secondary,382,no,0,228.7
35025,0,49,married,primary,249,yes,0,243.3
35026,1,30,single,tertiary,6836,no,1,242.3
35027,1,33,married,secondary,137,no,0,207
35028,0,32,married,primary,66,yes,1,203
35029,1,42,married,secondary,96,yes,1,267.9
35030,0,36,married,secondary,300,no,0,224.7
35031,0,44,married,secondary,2984,yes,0,187.5
35032,1,46,married,secondary,22,yes,1,315.9
35033,1,40,single,secondary,1547,yes,1,286.6
35034,1,39,married,secondary,4722,yes,1,278.7
35035,1,32,single,secondary,0,yes,0,235.1
35036,1,48,married,primary,168,yes,1,303.1
35037,1,39,married,secondary,285,yes,1,288.9
35038,1,60,married,secondary,1025,no,0,300.8
35039,0,27,single,tertiary,212,yes,0,195.2
35040,0,41,married,primary,340,yes,0,232.5
35041,1,56,married,secondary,1333,yes,1,331.3
35042,0,53,married,secondary,94,no,1,269.6
35043,1,31,single,secondary,2544,yes,1,281.7
35044,1,43,married,secondary,130,yes,1,340.6
35045,1,52,single,tertiary,-55,no,0,320.5
35046,1,34,married,tertiary,0,no,0,214.7
35047,0,28,single,secondary,0,yes,0,167.4
35048,0,56,single,tertiary,15311,yes,1,303.4
35049,1,34,married,secondary,-228,yes,1,287.6
35050,0,53,single,secondary,5715,no,0,259.6
35051,0,48,married,secondary,-202,yes,0,228.2
35052,1,41,single,secondary,748,no,1,279.6
35053,1,28,divorced,tertiary,267,yes,0,223.5
35054,1,42,married,secondary,4209,yes,0,230.5
35055,1,56,married,secondary,1333,yes,1,323.2
35056,0,30,married,tertiary,1476,yes,0,197.1
35057,0,30,single,secondary,192,yes,0,184.8
35058,0,50,married,secondary,1138,yes,0,242.5
35059,1,58,married,tertiary,9676,no,1,384.4
35060,1,27,single,secondary,15,no,1,223.9
35061,0,38,divorced,secondary,511,yes,1,279.9
35062,0,56,married,secondary,22196,no,0,240
35063,1,28,single,tertiary,4937,yes,1,240
35064,0,33,single,tertiary,490,yes,1,247.7
35065,1,40,married,tertiary,0,no,1,269
35066,1,26,married,secondary,0,yes,1,252.6
35067,0,30,single,secondary,445,no,0,224.2
35068,1,47,married,secondary,2246,no,0,316.6
35069,1,29,married,primary,11417,yes,1,291.5
35070,0,49,married,primary,249,yes,1,230.8
35071,0,42,married,secondary,352,no,0,197.2
35072,0,34,divorced,unknown,1,yes,0,176.7
35073,1,40,single,secondary,192,yes,1,294.7
35074,0,34,married,secondary,3990,no,0,210.5
35075,0,61,married,secondary,1471,no,1,347.1
35076,0,26,married,secondary,-759,yes,0,180.2
35077,1,34,married,primary,79,yes,0,193.8
35078,1,32,married,primary,228,yes,1,251.3
35079,0,37,married,primary,704,yes,0,230.9
35080,1,34,married,secondary,0,yes,1,246.9
35081,0,35,married,secondary,444,yes,1,243.7
35082,0,59,married,secondary,5706,no,1,332.9
35083,0,42,married,secondary,2157,no,0,229.5
35084,1,41,married,primary,8,no,1,253.4
35085,1,47,married,tertiary,-50,no,0,258
35086,1,34,single,secondary,0,no,1,268.6
35087,1,33,married,tertiary,641,no,1,261.3
35088,0,56,single,unknown,575,no,0,267.9
35089,0,47,married,secondary,1990,yes,0,273.2
35090,0,40,single,tertiary,445,no,0,201.9
35091,0,30,single,tertiary,2,no,1,205.6
35092,0,50,divorced,primary,278,yes,1,279.9
35093,1,38,married,secondary,157,yes,1,266.1
35094,1,32,single,secondary,678,yes,1,289.7
35095,1,33,married,primary,3074,yes,1,242.4
35096,1,46,divorced,secondary,2232,no,0,249.8
35097,0,42,married,secondary,5639,no,0,239.6
35098,0,31,single,primary,4897,yes,0,230
35099,0,56,married,tertiary,21664,no,1,321.6
35100,1,39,married,secondary,-405,yes,1,282.1
35101,1,37,divorced,secondary,490,yes,1,255.1
35102,1,30,single,secondary,-635,yes,1,301.8
35103,0,52,divorced,primary,4382,yes,0,257.6
35104,1,31,married,secondary,631,yes,1,233.7
35105,1,46,married,primary,222,no,1,307
35106,0,43,divorced,secondary,47,yes,1,274.7
35107,1,45,married,tertiary,0,no,0,268.7
35108,1,32,single,tertiary,112,no,1,224.7
35109,0,31,married,secondary,401,yes,1,223.6
35110,1,33,married,secondary,0,yes,1,249.7
35111,0,61,married,primary,43,no,1,304.1
35112,0,48,married,secondary,427,yes,1,266.8
35113,1,58,married,tertiary,744,yes,1,316.9
35114,1,39,married,tertiary,278,no,0,275.3
35115,0,35,single,unknown,1281,no,0,184.3
35116,0,33,single,tertiary,1909,no,0,201.6
35117,1,47,married,unknown,428,yes,1,320.1
35118,0,52,married,secondary,14363,no,0,297.3
35119,1,34,married,tertiary,902,yes,0,257.8
35120,0,49,married,secondary,280,yes,0,249.6
35121,1,36,single,tertiary,339,no,1,239.9
35122,0,31,single,secondary,360,no,0,186.6
35123,1,45,married,secondary,809,yes,0,252.2
35124,0,44,married,secondary,16178,yes,1,251.3
35125,0,33,married,secondary,3576,no,1,233.9
35126,1,48,married,tertiary,1147,no,1,289.3
35127,0,31,married,secondary,0,yes,0,192
35128,0,33,married,secondary,353,yes,0,212.4
35129,0,27,single,secondary,-124,yes,0,169.7
35130,0,31,married,secondary,401,yes,1,211.6
35131,1,27,married,tertiary,-242,yes,1,259.1
35132,0,31,single,tertiary,38,no,0,201.8
35133,1,53,single,secondary,225,no,1,342.5
35134,1,51,married,tertiary,2007,no,1,306.1
35135,0,29,single,secondary,9,yes,0,201.4
35136,0,31,married,secondary,0,yes,0,183.4
35137,1,36,married,tertiary,307,no,1,257.2
35138,1,30,single,tertiary,868,yes,1,252
35139,1,46,single,secondary,1693,yes,0,255.7
35140,0,32,single,secondary,182,no,1,240.8
35141,1,35,divorced,secondary,67,no,1,242.2
35142,0,34,married,tertiary,136,no,0,206.1
35143,0,37,divorced,tertiary,86,no,1,221.3
35144,1,26,single,secondary,396,yes,0,225.7
35145,0,26,married,secondary,484,yes,0,157.6
35146,1,30,married,tertiary,0,no,1,249.8
35147,0,43,married,tertiary,422,no,0,203.6
35148,0,55,married,secondary,865,yes,0,260.7
35149,0,38,single,secondary,883,yes,0,198.8
35150,1,34,married,secondary,1553,yes,1,274.9
35151,1,58,single,tertiary,1533,yes,1,310.4
35152,0,39,divorced,secondary,1927,yes,1,223.2
35153,0,35,married,secondary,725,yes,1,220.8
35154,1,34,divorced,secondary,10,no,1,265.7
35155,1,36,divorced,secondary,275,no,1,235.9
35156,1,30,married,secondary,142,yes,1,242.7
35157,0,33,single,secondary,1558,yes,1,233.7
35158,0,41,divorced,tertiary,3611,no,1,234.3
35159,0,56,divorced,tertiary,217,no,0,258.9
35160,1,30,married,tertiary,102,no,0,201
35161,0,45,divorced,primary,757,no,0,193
35162,1,28,single,tertiary,0,yes,1,240.9
35163,1,28,single,secondary,317,no,1,246.7
35164,0,42,married,tertiary,525,no,0,222.4
35165,0,40,married,secondary,1836,yes,1,242.1
35166,1,59,married,secondary,0,no,1,336.7
35167,1,42,divorced,primary,0,yes,1,321.9
35168,0,42,single,tertiary,251,no,1,270
35169,1,59,single,secondary,319,yes,1,363.6
35170,0,59,divorced,primary,174,yes,0,250.6
35171,0,28,married,tertiary,1034,no,1,269.2
35172,0,47,married,secondary,57,no,1,274.8
35173,1,55,divorced,secondary,3450,no,0,273.4
35174,1,52,married,tertiary,54,yes,1,313.6
35175,0,43,married,primary,8167,yes,1,243.5
35176,1,45,married,secondary,1343,yes,0,261.5
35177,1,26,single,tertiary,1274,yes,0,206.6
35178,1,49,married,secondary,197,no,1,281.8
35179,0,49,married,primary,249,yes,1,307.2
35180,1,48,divorced,tertiary,6269,yes,1,277.3
35181,0,42,married,tertiary,525,yes,1,221.9
35182,0,28,single,secondary,1532,yes,0,156.9
35183,1,35,divorced,primary,142,yes,1,269.3
35184,0,30,single,secondary,57,yes,1,225.7
35185,1,33,married,secondary,43,yes,0,225.3
35186,0,38,married,tertiary,1042,no,0,203.3
35187,0,48,married,secondary,127,no,1,296.1
35188,1,44,married,tertiary,773,no,1,281.2
35189,1,48,married,primary,-583,yes,1,336.6
35190,1,38,married,secondary,4196,yes,1,299.4
35191,1,29,single,tertiary,0,no,1,230.9
35192,1,49,married,secondary,5996,no,1,314.9
35193,0,38,married,tertiary,605,yes,1,255.1
35194,1,50,single,primary,8139,yes,1,335.6
35195,0,67,married,unknown,279,no,0,305.4
35196,0,36,single,tertiary,197,no,0,195.7
35197,1,50,married,secondary,1772,no,0,266.1
35198,1,36,married,tertiary,9,yes,1,282.5
35199,1,59,married,primary,133,no,0,303.7
35200,1,60,single,secondary,174,no,1,405.6
35201,1,41,married,unknown,89,yes,1,277.5
35202,1,34,divorced,tertiary,13204,yes,0,201
35203,0,39,married,tertiary,12,yes,1,257.1
35204,1,30,single,secondary,1924,no,1,275.7
35205,1,42,married,secondary,323,yes,1,295.6
35206,1,34,married,secondary,8309,yes,1,265.3
35207,0,28,single,secondary,0,no,1,235.2
35208,1,33,married,tertiary,148,yes,1,234.3
35209,0,44,divorced,secondary,80,yes,1,259.1
35210,1,45,married,tertiary,265,no,1,291
35211,1,31,single,tertiary,1214,no,1,240.5
35212,0,26,single,secondary,5533,yes,0,181.1
35213,0,39,divorced,tertiary,1057,no,1,274
35214,1,31,divorced,secondary,1890,yes,1,226.1
35215,1,50,married,primary,341,yes,0,265.6
35216,0,28,married,secondary,4287,yes,0,185.9
35217,0,39,married,secondary,0,yes,0,213.5
35218,1,34,married,primary,176,no,1,247.1
35219,1,33,married,primary,212,yes,1,278.8
35220,0,49,married,secondary,2576,no,0,259.2
35221,1,33,married,secondary,331,yes,1,247.7
35222,0,49,married,secondary,-55,no,0,210.5
35223,1,48,married,secondary,290,yes,0,234.6
35224,0,32,single,secondary,249,yes,1,195.8
35225,1,28,married,secondary,131,no,0,226.4
35226,0,32,married,secondary,889,yes,0,196.9
35227,0,29,single,tertiary,14,no,0,180.8
35228,1,31,married,tertiary,1183,no,1,257.2
35229,1,55,married,secondary,-308,yes,1,375.6
35230,0,35,married,unknown,4565,yes,0,174
35231,0,38,married,tertiary,45,yes,1,248.7
35232,0,40,married,secondary,4157,yes,1,250.9
35233,0,56,married,tertiary,15520,no,0,263.2
35234,0,33,single,primary,-849,no,0,172.5
35235,1,38,divorced,secondary,0,no,1,270.1
35236,0,28,single,tertiary,14,no,0,180.3
35237,0,33,married,secondary,2,yes,1,246.6
35238,1,42,married,secondary,508,no,1,323.3
35239,1,38,divorced,tertiary,26,no,1,267.6
35240,1,35,married,secondary,700,yes,1,248
35241,1,46,single,primary,91,yes,1,295.6
35242,0,53,divorced,primary,10924,yes,1,275.4
35243,0,27,single,secondary,3792,no,0,195.9
35244,1,53,married,secondary,0,no,1,320.1
35245,0,34,single,tertiary,171,yes,1,236.1
35246,0,44,married,secondary,6649,yes,0,224.5
35247,1,31,married,primary,352,yes,1,271.4
35248,1,55,married,unknown,3940,no,1,340
35249,1,68,married,tertiary,4785,no,0,341.5
35250,0,29,single,tertiary,145,yes,0,191.4
35251,0,53,divorced,secondary,-905,yes,1,284.8
35252,0,29,single,primary,0,yes,1,199.8
35253,1,37,married,secondary,132,no,1,237.8
35254,1,37,married,tertiary,547,yes,1,272.8
35255,0,32,single,tertiary,697,no,0,211.5
35256,1,34,married,tertiary,606,no,1,302.9
35257,1,38,divorced,secondary,79,no,1,271.8
35258,1,34,single,primary,864,yes,1,246.1
35259,1,55,married,primary,2275,yes,0,267.8
35260,0,31,single,tertiary,96,no,1,225.2
35261,0,56,single,tertiary,15520,no,1,334.7
35262,0,45,single,primary,180,no,1,269.3
35263,1,44,married,tertiary,17361,no,0,246
35264,1,46,married,secondary,3098,no,0,251.1
35265,0,32,single,tertiary,1012,no,0,189.3
35266,1,45,single,secondary,245,no,1,304.3
35267,1,43,divorced,secondary,4094,no,1,294.6
35268,1,55,married,tertiary,197,no,1,331.5
35269,0,40,married,tertiary,3571,yes,0,175.2
35270,0,37,married,unknown,0,no,1,188.2
35271,1,58,married,primary,3401,yes,1,329.9
35272,1,27,single,tertiary,3672,yes,0,201.2
35273,1,31,married,secondary,1407,yes,0,218
35274,0,59,married,primary,0,no,0,313.1
35275,0,32,married,secondary,167,yes,0,176
35276,0,26,single,secondary,7,yes,1,210
35277,1,37,divorced,secondary,0,yes,1,229
35278,0,52,married,tertiary,214,no,0,267.5
35279,1,36,married,secondary,146,yes,1,290.3
35280,1,46,married,secondary,-337,no,1,303.1
35281,1,57,divorced,secondary,462,yes,1,357.9
35282,0,40,married,tertiary,1217,no,0,222
35283,0,30,married,primary,1787,yes,0,197.1
35284,0,31,single,tertiary,385,no,1,206.4
35285,1,54,married,secondary,-22,no,0,256.2
35286,0,39,single,tertiary,3797,no,0,209.3
35287,1,31,single,primary,-502,yes,1,276.9
35288,1,38,married,tertiary,1198,yes,0,224.6
35289,0,54,single,tertiary,3222,yes,0,260.7
35290,0,32,single,tertiary,-59,yes,0,211.4
35291,0,37,married,tertiary,1698,no,1,232.4
35292,1,42,divorced,unknown,1012,yes,1,326.7
35293,0,52,single,tertiary,2227,no,1,258.6
35294,1,57,divorced,secondary,39,yes,1,372.8
35295,1,27,single,primary,0,yes,1,251.9
35296,0,29,single,secondary,584,yes,0,163.5
35297,0,33,married,secondary,-77,yes,0,198.7
35298,0,34,married,tertiary,2892,yes,0,134.4
35299,1,44,married,unknown,1519,no,1,312.3
35300,0,30,single,secondary,180,no,0,170.7
35301,0,53,married,primary,2096,no,1,325.8
35302,1,37,married,secondary,427,yes,0,248.7
35303,0,49,married,primary,249,yes,0,217.8
35304,1,35,married,secondary,243,yes,0,206.4
35305,0,52,married,secondary,2087,no,0,233.3
35306,1,60,married,tertiary,3043,no,0,283.9
35307,1,31,divorced,secondary,0,yes,0,188.6
35308,1,37,married,secondary,4760,yes,1,237.8
35309,0,49,married,secondary,14440,no,0,262.3
35310,0,32,single,secondary,53,yes,0,226.5
35311,0,22,married,unknown,0,yes,1,216.2
35312,0,63,married,tertiary,1859,no,1,327.1
35313,1,36,married,secondary,0,no,1,289.3
35314,1,36,married,tertiary,2987,no,1,255.9
35315,1,29,married,primary,-76,no,1,241.5
35316,0,56,married,secondary,22196,no,0,263.8
35317,0,42,married,tertiary,520,yes,1,224.7
35318,0,30,married,tertiary,0,yes,1,254.1
35319,1,32,single,secondary,406,no,0,186.1
35320,1,43,married,tertiary,2731,yes,0,250.5
35321,0,34,married,secondary,209,yes,0,199.7
35322,1,33,married,secondary,249,yes,1,263.4
35323,0,27,single,secondary,50,no,0,178.5
35324,0,34,married,tertiary,1906,yes,1,281.8
35325,1,47,single,secondary,1544,no,1,301.1
35326,0,38,married,secondary,648,yes,1,226.2
35327,0,30,single,secondary,75,yes,0,228.6
35328,0,47,married,tertiary,1890,no,1,313.1
35329,0,34,single,tertiary,876,yes,0,155.4
35330,1,43,married,primary,232,yes,1,277.7
35331,1,37,married,secondary,954,yes,1,250.4
35332,1,27,married,secondary,872,yes,1,241.3
35333,1,49,divorced,primary,126,no,0,279.4
35334,0,33,single,tertiary,696,no,1,215.2
35335,1,48,divorced,tertiary,1149,no,1,348.3
35336,1,40,divorced,secondary,83,yes,1,278.5
35337,1,31,single,secondary,2104,yes,1,276.4
35338,1,30,single,secondary,4787,no,1,238.6
35339,0,27,married,secondary,132,no,0,156.7
35340,1,73,married,primary,154,no,1,421.4
35341,1,53,married,primary,1034,yes,1,347.5
35342,1,44,married,tertiary,4460,no,1,307.1
35343,1,41,divorced,secondary,-365,yes,0,240.5
35344,0,41,married,secondary,0,no,1,217.4
35345,0,30,married,tertiary,101,yes,1,255.7
35346,1,49,divorced,unknown,-701,no,1,332.8
35347,0,45,married,secondary,-388,yes,0,241
35348,0,33,married,secondary,0,yes,0,200.4
35349,0,51,married,secondary,-2082,yes,0,268.3
35350,1,27,single,secondary,8366,yes,1,193.9
35351,1,42,single,tertiary,0,no,0,235.5
35352,1,33,married,secondary,745,yes,1,270.5
35353,0,35,divorced,secondary,221,yes,0,182
35354,1,55,divorced,primary,1770,yes,0,317.2
