id,male,age,marital,education,balance,housing,treatment,donation
15891,1,38,divorced,secondary,79,yes,1,289.9
15892,1,37,married,secondary,0,yes,1,250.6
15893,0,32,married,primary,413,no,0,229.2
15894,1,45,married,tertiary,1529,no,1,299.5
15895,0,37,married,primary,176,yes,0,209.7
15896,0,29,single,secondary,-287,yes,0,215.1
15897,1,35,married,tertiary,0,yes,1,281.4
15898,0,38,married,tertiary,994,yes,1,219.1
15899,1,35,married,secondary,175,yes,1,234.3
15900,1,49,married,primary,169,no,0,273.4
15901,1,34,married,tertiary,0,no,0,218.3
15902,1,52,divorced,tertiary,-97,yes,1,304.4
15903,1,31,single,tertiary,757,no,0,217.2
15904,1,28,married,secondary,1020,yes,1,213.4
15905,1,25,single,secondary,5,no,1,223.4
15906,1,33,divorced,secondary,661,yes,0,241.5
15907,0,52,divorced,secondary,751,no,0,286.9
15908,0,74,married,secondary,4079,yes,0,295.3
15909,0,44,married,secondary,-665,yes,1,282.1
15910,0,28,single,primary,227,yes,0,184.8
15911,1,35,married,secondary,8,no,0,233.8
15912,1,32,married,secondary,2,yes,1,231
15913,1,52,divorced,secondary,518,no,0,285.2
15914,0,54,single,tertiary,0,no,1,326.6
15915,0,74,married,tertiary,4079,no,0,315.9
15916,1,37,married,tertiary,215,yes,0,206.2
15917,0,49,married,tertiary,279,yes,1,270.4
15918,1,41,married,secondary,1459,yes,0,244.3
15919,1,31,married,tertiary,472,yes,1,269.8
15920,0,55,married,secondary,1086,yes,1,292
15921,0,37,married,tertiary,1,yes,1,261.3
15922,1,48,married,secondary,-285,no,0,257.1
15923,1,57,divorced,secondary,2,yes,1,294.6
15924,0,30,married,tertiary,11,yes,1,221.9
15925,0,50,married,secondary,-94,yes,1,287.1
15926,0,32,single,secondary,1100,yes,1,253
15927,1,46,single,tertiary,3232,no,1,279.2
15928,1,52,married,tertiary,428,no,0,322.7
15929,0,62,married,tertiary,493,no,1,309.6
15930,1,23,married,tertiary,246,yes,1,186.8
15931,0,50,married,tertiary,276,yes,0,199.9
15932,1,59,married,tertiary,817,no,1,384.5
15933,1,30,single,tertiary,209,yes,0,243.2
15934,0,56,married,tertiary,478,no,1,291.6
15935,0,45,married,secondary,1410,yes,0,230.7
15936,1,32,married,tertiary,4761,no,1,240.6
15937,1,31,married,secondary,1407,yes,1,278.2
15938,0,47,married,secondary,0,yes,1,237
15939,0,42,married,secondary,1,yes,0,208
15940,0,32,single,primary,41,no,0,213.4
15941,0,42,single,secondary,2111,yes,1,254
15942,1,52,divorced,primary,518,no,0,276.9
15943,0,32,married,tertiary,34,yes,0,195.9
15944,0,32,married,tertiary,485,yes,1,233.8
15945,1,55,married,primary,2275,no,0,299
15946,1,37,married,primary,6969,yes,1,283.9
15947,1,47,single,secondary,1233,yes,1,254.5
15948,0,46,married,tertiary,5,no,0,267.8
15949,1,35,married,tertiary,8883,no,1,264.1
15950,0,35,married,tertiary,8,yes,0,184.3
15951,1,33,married,primary,287,no,0,219.3
15952,1,27,married,tertiary,1033,yes,1,246.9
15953,1,23,divorced,tertiary,8494,yes,0,209.5
15954,0,42,married,secondary,792,no,0,238.8
15955,1,50,married,secondary,1130,no,1,323.6
15956,1,53,married,secondary,6839,no,1,338.9
15957,0,41,divorced,tertiary,942,yes,1,266.6
15958,0,36,single,secondary,1521,no,1,220.2
15959,0,36,married,primary,1409,yes,1,217.8
15960,0,30,single,secondary,940,no,0,192.9
15961,0,29,married,secondary,1599,yes,1,230.3
15962,1,33,married,tertiary,210,yes,0,174.5
15963,1,40,single,tertiary,1361,no,1,286.1
15964,1,39,married,secondary,-276,yes,1,300.7
15965,1,46,married,secondary,242,no,0,250.6
15966,0,42,single,secondary,1080,no,0,252.6
15967,0,57,divorced,unknown,-331,yes,0,295.4
15968,0,41,married,tertiary,176,yes,1,253.2
15969,0,41,married,tertiary,4539,yes,1,258.9
15970,1,31,married,secondary,271,no,1,256.7
15971,0,57,divorced,secondary,278,yes,1,298.4
15972,1,39,divorced,secondary,2903,yes,1,274.9
15973,0,34,married,tertiary,470,yes,0,169.4
15974,0,30,married,tertiary,673,no,0,187
15975,1,52,single,secondary,2139,yes,1,324.7
15976,1,57,divorced,secondary,7813,yes,0,308
15977,0,41,married,secondary,6563,yes,1,243.1
15978,0,49,single,secondary,766,yes,1,252.2
15979,1,32,married,secondary,-53,yes,1,252.8
15980,1,37,single,secondary,228,yes,1,257.4
15981,0,45,single,primary,0,yes,0,185.5
15982,1,55,divorced,secondary,3339,no,0,278.8
15983,1,48,married,tertiary,0,no,0,296.7
15984,1,29,single,tertiary,872,no,0,228.6
15985,0,30,single,tertiary,180,no,1,232.6
15986,0,53,single,tertiary,5715,no,0,299.1
15987,1,50,married,tertiary,665,yes,1,287.2
15988,1,54,married,tertiary,1139,yes,1,303.4
15989,0,37,married,tertiary,1698,yes,1,244.2
15990,1,36,single,unknown,1927,yes,0,216.1
15991,1,34,divorced,primary,10,no,0,233.8
15992,0,56,single,secondary,45,no,1,293.6
15993,0,38,married,tertiary,1514,no,1,233.7
15994,1,36,married,tertiary,474,yes,1,257.5
15995,0,31,married,secondary,92,yes,1,214.3
15996,1,31,married,primary,119,yes,1,243.8
15997,1,32,single,secondary,1731,yes,1,224.7
15998,0,45,married,secondary,9328,no,0,252.6
15999,0,63,married,tertiary,474,no,0,294.4
16000,1,69,married,primary,935,no,0,332
16001,0,34,single,tertiary,1076,no,0,193.5
16002,0,40,married,secondary,1584,yes,1,229.7
16003,0,35,married,primary,407,yes,0,222.1
16004,1,55,married,tertiary,627,yes,1,341.1
16005,0,52,single,secondary,217,no,1,304.7
16006,0,54,divorced,secondary,0,yes,0,245.4
16007,1,50,married,secondary,3924,yes,0,256.6
16008,0,33,married,secondary,181,yes,0,212
16009,0,30,single,tertiary,699,yes,1,195.4
16010,0,53,married,secondary,4380,no,0,269.1
16011,0,24,married,secondary,110,no,1,217.3
16012,0,39,married,secondary,52,no,0,187.6
16013,1,42,married,secondary,1289,no,1,288.2
16014,1,58,married,secondary,602,yes,0,292.5
16015,1,37,divorced,secondary,119,no,1,280.1
16016,0,31,married,secondary,388,no,1,229.3
16017,0,43,married,secondary,-465,yes,1,233.2
16018,0,36,married,secondary,2394,no,0,180
16019,0,38,married,secondary,1205,yes,1,257.1
16020,0,40,married,secondary,542,no,0,241.2
16021,1,58,single,secondary,235,no,1,345.5
16022,0,36,married,secondary,16430,yes,1,246.1
16023,0,28,married,secondary,8,yes,1,215.9
16024,1,28,single,tertiary,882,no,0,201.7
16025,1,40,married,secondary,1416,yes,1,315.4
16026,1,33,married,tertiary,249,yes,1,241.6
16027,1,40,married,secondary,33,yes,0,231.4
16028,1,59,married,secondary,235,yes,1,342.9
16029,0,59,single,secondary,671,yes,0,282
16030,1,46,married,tertiary,2098,yes,0,246.1
16031,0,28,single,secondary,290,yes,0,167.7
16032,0,41,divorced,secondary,372,no,0,248.7
16033,0,28,married,primary,64,yes,0,165.7
16034,0,54,married,tertiary,781,yes,0,247.4
16035,1,56,married,tertiary,306,yes,1,324.5
16036,1,42,married,secondary,994,yes,1,305
16037,0,32,married,secondary,-63,yes,1,214.5
16038,0,41,divorced,tertiary,167,no,0,250.4
16039,1,34,married,secondary,180,no,0,203.7
16040,1,33,married,tertiary,69,no,1,269.8
16041,0,39,married,secondary,246,yes,0,214.5
16042,0,36,married,tertiary,134,no,1,229.5
16043,0,48,single,secondary,153,yes,1,230.7
16044,1,29,married,secondary,479,yes,0,234.5
16045,1,60,single,secondary,385,no,1,346.1
16046,1,36,married,secondary,-302,no,1,273.7
16047,1,31,married,secondary,79,yes,1,236.5
16048,0,45,single,tertiary,1150,yes,1,282.5
16049,0,39,married,secondary,12,no,0,187.9
16050,1,36,divorced,secondary,66,no,0,230.5
16051,0,24,married,secondary,454,yes,0,122.4
16052,1,32,married,secondary,55,no,1,239.2
16053,0,35,married,tertiary,1949,yes,0,207.7
16054,0,43,divorced,secondary,364,no,1,245.6
16055,1,29,married,secondary,200,yes,0,231.3
16056,0,30,divorced,secondary,-452,yes,1,218.6
16057,1,47,married,unknown,0,no,1,274.9
16058,1,37,married,unknown,1689,yes,0,212.4
16059,1,29,married,primary,877,no,1,260.9
16060,0,34,married,tertiary,1076,no,1,257.5
16061,1,39,married,secondary,1047,no,0,258.4
16062,1,29,single,secondary,33,no,0,189.9
16063,1,28,single,primary,89,yes,1,234.2
16064,1,31,married,tertiary,631,yes,1,259.5
16065,1,50,married,secondary,19447,yes,1,323.4
16066,1,46,divorced,secondary,1149,yes,0,234.8
16067,0,40,single,tertiary,591,no,0,215.5
16068,0,39,single,primary,102,no,1,208.8
16069,0,40,married,tertiary,-396,yes,1,242.4
16070,0,36,single,secondary,0,no,0,227.9
16071,1,42,married,secondary,214,no,0,308.3
16072,1,47,married,tertiary,1544,yes,1,262.3
16073,1,31,married,primary,1062,yes,1,263
16074,0,30,married,primary,11,yes,1,241.6
16075,1,44,divorced,secondary,0,no,1,325.2
16076,0,32,single,tertiary,53,no,1,207.4
16077,0,53,single,secondary,2398,yes,1,254.4
16078,1,49,married,unknown,1019,no,1,312.5
16079,1,32,married,tertiary,180,yes,1,274.2
16080,0,30,single,secondary,3516,no,0,192.2
16081,1,42,married,secondary,439,yes,0,267.6
16082,0,32,married,tertiary,2349,no,1,246.9
16083,0,42,divorced,tertiary,936,no,1,259.3
16084,0,44,married,secondary,2319,yes,0,246
16085,1,60,single,primary,598,no,0,322.8
16086,0,35,married,secondary,793,yes,0,208.4
16087,0,29,single,primary,455,yes,1,214.4
16088,0,20,single,secondary,736,yes,1,202.9
16089,0,26,married,secondary,-759,yes,1,213.3
16090,0,39,married,secondary,0,yes,1,269.7
16091,0,37,single,primary,-244,yes,1,259.1
16092,0,51,married,tertiary,1840,yes,0,247.9
16093,1,49,married,secondary,362,yes,0,250.8
16094,0,33,married,primary,-333,yes,1,217.9
16095,0,56,single,secondary,551,no,1,283.8
16096,0,32,married,tertiary,0,no,0,183.4
16097,0,55,married,primary,8894,no,1,290.3
16098,1,30,single,secondary,424,no,1,241.5
16099,1,33,married,secondary,1844,yes,0,217.5
16100,0,34,married,primary,4,no,1,249.7
16101,1,41,married,unknown,902,no,1,276.8
16102,1,22,single,primary,589,no,0,177
16103,1,54,divorced,tertiary,89,no,1,373
16104,1,41,married,tertiary,343,yes,0,286
16105,0,33,married,tertiary,82,yes,1,194.4
16106,0,24,single,secondary,508,yes,1,181.2
16107,0,41,divorced,primary,2974,yes,0,218.2
16108,0,35,married,unknown,1160,no,0,174.8
16109,1,35,divorced,secondary,-402,yes,1,273.7
16110,1,44,married,tertiary,724,no,1,317.7
16111,0,57,single,tertiary,3927,no,1,319.3
16112,1,73,divorced,secondary,2590,no,1,400.8
16113,1,47,married,secondary,0,no,1,259.3
16114,1,34,married,tertiary,293,yes,1,274.5
16115,1,37,married,secondary,393,yes,0,229.6
16116,0,36,married,tertiary,0,no,0,187.6
16117,0,37,single,secondary,2442,yes,1,239.6
16118,0,29,single,primary,-105,yes,0,169.7
16119,0,35,single,tertiary,386,no,1,256.9
16120,1,50,married,unknown,202,yes,1,277.7
16121,0,43,divorced,secondary,36,yes,0,220
16122,1,41,married,secondary,177,yes,1,262.2
16123,0,47,married,tertiary,7108,yes,0,219.9
16124,0,39,married,secondary,9374,no,1,215.4
16125,1,26,married,secondary,5116,yes,0,196.6
16126,0,37,married,secondary,0,no,1,257.9
16127,1,43,married,tertiary,348,yes,0,213.9
16128,0,51,married,secondary,-2082,yes,1,297.9
16129,0,34,married,tertiary,396,yes,1,247.4
16130,1,49,married,secondary,230,no,0,278.4
16131,0,29,married,secondary,361,yes,0,164.5
16132,0,46,married,secondary,123,no,1,303.6
16133,1,48,single,tertiary,1040,yes,1,269.5
16134,0,36,married,secondary,4438,yes,1,195.9
16135,0,39,divorced,tertiary,86,yes,1,255.4
16136,1,56,divorced,primary,694,yes,1,301.4
16137,0,77,married,secondary,680,no,1,370.5
16138,1,35,single,tertiary,2658,yes,1,241
16139,1,28,married,unknown,199,yes,0,226.4
16140,0,43,married,tertiary,422,no,0,258
16141,1,39,married,secondary,800,yes,0,253.7
16142,1,40,single,primary,1547,yes,1,273.4
16143,0,29,single,tertiary,9,no,1,200.5
16144,0,32,married,unknown,3935,yes,1,202.5
16145,0,51,married,tertiary,1840,yes,1,288.9
16146,0,54,divorced,tertiary,0,yes,1,243.6
16147,1,40,married,secondary,1438,yes,1,278
16148,0,43,married,secondary,3060,yes,1,270.4
16149,0,40,married,primary,1041,yes,0,209.5
16150,0,47,married,tertiary,3285,yes,1,257.9
16151,0,49,married,tertiary,171,yes,1,311.8
16152,0,55,married,secondary,1086,yes,1,299.4
16153,0,49,divorced,primary,1405,no,0,229.3
16154,1,26,single,secondary,294,yes,1,232.2
16155,1,51,married,secondary,463,yes,1,335.8
16156,0,42,married,secondary,529,yes,1,285
16157,0,33,married,secondary,4902,yes,1,237.1
16158,0,30,married,secondary,0,yes,1,231
16159,1,58,married,secondary,4015,no,1,381.4
16160,1,36,married,secondary,2357,no,1,252.6
16161,1,71,married,secondary,426,no,1,403.9
16162,0,47,single,tertiary,8106,no,0,243.1
16163,0,48,married,secondary,4415,yes,0,263.1
16164,0,43,single,primary,11269,no,0,219.8
16165,0,83,single,secondary,1097,no,1,363.5
16166,1,42,married,tertiary,1322,yes,1,303.8
16167,0,29,single,secondary,1070,yes,0,199
16168,0,36,divorced,primary,-308,yes,0,215.2
16169,1,30,single,secondary,775,yes,0,254.1
16170,0,32,married,secondary,401,yes,1,213.8
16171,1,48,divorced,primary,541,yes,0,286.5
16172,0,61,married,secondary,967,no,1,329.1
16173,0,27,single,secondary,3733,no,1,213.4
16174,1,80,married,secondary,8556,no,0,391.9
16175,1,34,divorced,primary,474,yes,1,298.3
16176,0,47,divorced,secondary,225,no,0,242.3
16177,1,27,single,secondary,-148,yes,1,220.5
16178,1,29,single,secondary,1448,yes,0,211.2
16179,0,46,married,tertiary,466,yes,0,228
16180,1,48,married,secondary,199,no,1,304.9
16181,0,60,married,secondary,362,no,0,252
16182,0,37,married,primary,1328,yes,0,195.3
16183,1,33,married,secondary,8023,no,1,267.8
16184,0,36,married,primary,60,no,1,248.6
16185,0,51,single,tertiary,1594,no,0,222
16186,0,41,married,secondary,28,yes,1,260
16187,1,45,married,secondary,0,no,0,280.8
16188,0,37,married,secondary,176,yes,1,245.3
16189,1,38,divorced,tertiary,1040,no,0,241.8
16190,1,31,married,secondary,2,no,1,257.4
16191,0,33,married,tertiary,-346,yes,0,204.6
16192,0,46,married,tertiary,1148,no,0,213.6
16193,1,53,single,secondary,4968,yes,1,281.8
16194,0,55,married,tertiary,0,no,1,294.4
16195,1,32,divorced,tertiary,1121,yes,1,273.6
16196,0,51,divorced,primary,78,no,1,350
16197,1,30,divorced,secondary,-94,no,0,208
16198,1,60,married,secondary,5,no,0,280.1
16199,0,36,married,secondary,0,no,0,232.3
16200,0,48,married,tertiary,2537,yes,0,233
16201,1,58,married,primary,0,no,0,306.9
16202,0,45,single,secondary,6945,no,0,238.5
16203,0,34,divorced,secondary,991,yes,0,187.8
16204,0,40,married,secondary,1217,yes,0,224.4
16205,0,51,divorced,primary,-191,no,0,280.3
16206,0,48,married,secondary,741,no,0,250.1
16207,0,47,married,unknown,4543,yes,0,239.5
16208,0,46,divorced,primary,558,yes,1,250.5
16209,0,34,married,primary,2929,no,1,226.5
16210,1,34,single,secondary,5462,no,0,267.9
16211,1,32,single,secondary,577,yes,1,229.8
16212,0,27,single,tertiary,489,yes,0,168
16213,1,49,divorced,secondary,1598,yes,0,281.7
16214,1,35,married,secondary,1145,yes,1,306.4
16215,0,34,divorced,secondary,0,no,1,215.4
16216,1,50,married,primary,-1,no,0,249.9
16217,1,27,married,tertiary,-517,yes,0,225.1
16218,0,43,married,secondary,-179,yes,1,231.2
16219,0,47,married,secondary,5543,yes,1,284
16220,1,33,single,tertiary,-495,yes,1,279.2
16221,1,37,married,secondary,0,no,0,198.6
16222,1,54,married,tertiary,0,no,1,319
16223,1,56,married,primary,306,yes,1,337.5
16224,1,27,married,tertiary,-584,yes,0,247.4
16225,1,53,single,unknown,-2,no,1,330.2
16226,1,40,married,primary,8902,no,1,326
16227,0,57,married,secondary,1469,yes,1,305.3
16228,0,35,married,primary,552,yes,1,247.5
16229,0,38,married,secondary,8876,no,0,207
16230,1,35,married,primary,1707,yes,0,245.9
16231,1,40,married,tertiary,60,no,0,243.6
16232,1,42,married,secondary,292,yes,1,289.2
16233,0,47,married,primary,459,yes,1,268.5
16234,1,41,single,secondary,748,no,1,265.5
16235,1,28,single,secondary,304,yes,1,250.9
16236,0,56,married,secondary,344,no,0,261.8
16237,1,30,single,secondary,638,yes,1,288
16238,0,56,married,tertiary,917,no,1,314.6
16239,1,35,married,tertiary,4508,yes,0,227.7
16240,0,48,single,unknown,4402,no,1,284.3
16241,0,27,single,secondary,59,yes,1,209.9
16242,0,28,single,tertiary,1466,yes,1,234.8
16243,0,57,single,tertiary,7082,no,1,276.1
16244,1,41,married,primary,177,yes,0,241.1
16245,1,33,married,secondary,79,yes,1,266.8
16246,1,35,married,tertiary,1145,yes,0,219.8
16247,0,54,married,tertiary,211,no,0,257.6
16248,0,26,married,secondary,115,no,0,179.5
16249,0,58,married,secondary,781,yes,1,293.9
16250,1,37,single,secondary,715,no,0,243.1
16251,1,35,married,unknown,978,yes,0,214.9
16252,1,34,married,tertiary,-73,yes,1,232
16253,1,49,divorced,tertiary,0,no,1,353.9
16254,0,35,married,secondary,118,no,1,243.2
16255,1,44,divorced,tertiary,310,yes,1,254.7
16256,1,36,married,secondary,2357,no,0,189.4
16257,1,44,single,primary,-27,no,0,265.4
16258,1,30,divorced,secondary,6,yes,1,270.4
16259,0,57,divorced,primary,1602,no,0,302.5
16260,0,28,single,tertiary,102,no,1,236.4
16261,1,33,divorced,secondary,818,yes,1,213.7
16262,1,53,divorced,tertiary,-200,no,0,302.1
16263,0,36,married,primary,222,yes,1,262.8
16264,1,57,married,tertiary,523,yes,0,278.2
16265,1,60,divorced,tertiary,0,yes,0,302.7
16266,1,33,divorced,primary,948,yes,0,252
16267,0,30,married,tertiary,1211,yes,0,174.2
16268,0,61,married,secondary,6016,no,1,322.4
16269,0,32,single,tertiary,739,yes,0,221
16270,1,28,single,secondary,317,no,0,223.9
16271,1,27,single,tertiary,268,no,0,216.6
16272,1,75,married,secondary,519,no,0,386.3
16273,1,25,single,secondary,760,yes,1,222.2
16274,0,58,married,tertiary,175,no,1,317.6
16275,1,40,married,primary,257,yes,0,241.1
16276,0,47,single,secondary,-11,no,1,270.9
16277,1,31,single,primary,1086,yes,1,279.4
16278,1,38,married,primary,12877,no,1,259.8
16279,1,38,divorced,primary,414,no,1,239.1
16280,0,41,married,unknown,771,yes,1,250.3
16281,0,35,married,secondary,2682,no,1,263.2
16282,0,29,married,primary,3748,yes,1,242.1
16283,0,41,single,tertiary,1020,yes,1,292.7
16284,1,52,single,secondary,518,no,0,285.3
16285,0,36,married,secondary,1318,no,1,232.8
16286,0,32,married,tertiary,913,yes,1,268.9
16287,1,30,married,tertiary,122,no,1,273.8
16288,0,38,married,secondary,3436,no,0,205.6
16289,0,57,single,tertiary,1602,no,0,307.6
16290,1,32,married,tertiary,396,yes,1,260.1
16291,0,29,married,secondary,1480,no,1,232.9
16292,1,27,married,tertiary,2855,no,0,181.9
16293,1,46,married,secondary,966,no,1,295.9
16294,0,30,single,secondary,445,no,1,247.1
16295,1,30,single,tertiary,1922,yes,1,262.1
16296,1,27,single,secondary,808,no,1,217.1
16297,0,33,married,tertiary,302,yes,0,175.8
16298,0,42,married,secondary,2187,yes,0,220.5
16299,1,45,married,secondary,0,no,1,293.8
16300,0,49,married,unknown,-1680,yes,1,283.5
16301,1,36,single,tertiary,0,yes,0,199.8
16302,0,38,married,secondary,669,no,0,213
16303,0,35,divorced,tertiary,56,yes,0,197.6
16304,0,34,married,secondary,79,yes,0,184.1
16305,1,40,married,primary,0,yes,1,264.1
16306,1,50,married,secondary,72,no,1,317.3
16307,0,37,married,secondary,2707,yes,0,233.4
16308,1,26,married,secondary,2855,no,1,218
16309,1,50,married,tertiary,665,no,1,318.5
16310,1,32,married,unknown,415,yes,0,210.3
16311,1,56,married,secondary,-1206,yes,1,320
16312,0,61,divorced,secondary,985,yes,1,331.2
16313,1,37,single,secondary,48,no,1,284.9
16314,0,46,married,tertiary,2154,no,0,228.3
16315,0,29,single,secondary,1673,no,1,232.5
16316,0,57,married,secondary,1180,yes,1,379.9
16317,1,37,married,tertiary,137,yes,1,252
16318,1,39,married,secondary,626,yes,0,235.1
16319,1,35,single,primary,2,no,1,277.8
16320,1,33,married,tertiary,11,yes,0,196.4
16321,1,31,single,tertiary,2070,no,1,276.3
16322,1,32,single,tertiary,1059,yes,1,232.1
16323,0,29,married,secondary,451,no,1,180.3
16324,1,39,married,secondary,-183,yes,1,270.5
16325,0,32,married,secondary,736,yes,1,198.1
16326,0,40,married,secondary,1012,yes,0,173.3
16327,0,45,single,tertiary,1893,yes,0,247.1
16328,0,32,single,secondary,336,no,0,213.1
16329,0,51,married,secondary,867,yes,0,227.5
16330,1,50,married,tertiary,181,yes,0,280.5
16331,0,32,single,secondary,1100,no,0,233.8
16332,0,48,married,tertiary,8,no,0,231.7
16333,0,38,married,secondary,669,no,1,225.3
16334,1,57,married,secondary,32,no,1,347
16335,0,47,married,secondary,3681,yes,0,244.5
16336,0,42,divorced,unknown,52,yes,0,216.5
16337,0,57,single,unknown,2927,no,1,298.5
16338,0,58,married,tertiary,435,no,0,257.2
16339,1,30,single,unknown,102,yes,1,234.1
16340,1,32,married,secondary,0,no,0,246.6
16341,0,32,single,secondary,309,no,0,166.1
16342,0,30,single,tertiary,149,yes,1,186
16343,1,32,married,tertiary,642,no,0,204.1
16344,1,37,married,tertiary,131,no,0,245.9
16345,1,37,married,secondary,137,no,1,266.1
16346,0,66,married,secondary,1048,no,0,319.3
16347,1,32,single,secondary,6145,yes,1,240.2
16348,0,34,single,secondary,1076,no,1,245.9
16349,1,33,married,tertiary,359,yes,0,226.8
16350,0,31,married,secondary,355,yes,0,221.9
16351,1,55,married,primary,2749,yes,0,321.9
16352,1,30,single,secondary,395,yes,1,227.4
16353,0,40,married,tertiary,0,no,1,258.2
16354,1,34,married,secondary,263,no,0,225.2
16355,0,54,divorced,secondary,538,yes,0,256.1
16356,0,30,single,primary,162,yes,1,240.9
16357,0,43,married,secondary,434,yes,0,198.4
16358,0,48,divorced,secondary,8515,no,1,263.5
16359,0,58,married,secondary,111,no,1,338
16360,1,32,single,secondary,33,no,1,226
16361,0,32,single,secondary,133,no,0,190.6
16362,1,48,married,tertiary,841,no,0,285.2
16363,0,34,married,secondary,1298,yes,1,255.2
16364,1,58,single,tertiary,7495,no,0,305.3
16365,1,30,single,tertiary,0,no,1,271.1
16366,0,34,divorced,primary,883,no,1,248.6
16367,1,25,married,secondary,72,yes,0,213.8
16368,0,34,married,secondary,415,no,0,227
16369,0,34,divorced,tertiary,594,no,0,181.5
16370,0,41,married,secondary,0,no,1,270.5
16371,1,53,married,secondary,9146,no,1,321.8
16372,0,40,married,secondary,61,yes,0,243.4
16373,0,33,married,tertiary,3935,yes,1,236.2
16374,0,32,single,secondary,360,yes,0,150.3
16375,0,30,single,secondary,162,yes,0,168.4
16376,0,59,divorced,tertiary,543,no,1,235.3
16377,0,32,single,primary,473,yes,1,223.7
16378,0,47,married,primary,871,no,1,228.9
16379,1,31,single,secondary,1987,yes,0,261.4
16380,1,45,divorced,secondary,88,no,1,266.6
16381,0,30,married,secondary,2678,yes,1,233
16382,1,39,married,secondary,235,yes,1,239.1
16383,0,26,single,tertiary,75,no,1,199.3
16384,1,37,divorced,secondary,792,yes,0,240.2
16385,1,58,married,secondary,0,no,1,342.1
16386,0,26,single,secondary,802,no,1,194.1
16387,1,37,married,tertiary,543,yes,0,253.8
16388,1,35,married,secondary,2189,yes,1,254.5
16389,1,27,single,secondary,0,no,0,207.2
16390,1,20,single,secondary,1903,no,1,228.4
16391,1,49,married,tertiary,92,yes,1,316.3
16392,0,46,married,tertiary,3451,no,0,280
16393,0,45,married,secondary,128,no,1,310.3
16394,1,43,married,tertiary,738,yes,1,283
16395,1,40,married,secondary,2077,yes,1,267.5
16396,1,44,married,secondary,-14,yes,0,254.2
16397,0,41,single,secondary,1567,yes,1,255
16398,1,41,divorced,tertiary,-365,yes,1,281.6
16399,0,40,married,secondary,1819,yes,0,218
16400,1,41,married,unknown,140,no,0,232
16401,0,54,married,secondary,3859,no,1,258
16402,1,30,married,secondary,227,yes,1,245.6
16403,1,50,married,tertiary,3463,no,0,283.7
16404,0,38,married,secondary,1960,yes,1,290.3
16405,1,31,married,tertiary,3706,no,1,232.4
16406,1,56,married,secondary,1906,no,1,351
16407,1,34,married,tertiary,-139,yes,0,221.9
16408,0,39,married,secondary,6,yes,1,268.1
16409,1,42,single,secondary,753,yes,1,249.6
16410,1,30,single,primary,-477,no,1,240.7
16411,0,26,single,primary,96,yes,1,218.5
16412,1,57,single,unknown,-226,no,1,341.6
16413,0,35,divorced,secondary,172,no,0,248.6
16414,1,46,married,secondary,242,yes,0,282.3
16415,1,48,married,secondary,2330,no,1,272.9
16416,0,41,married,tertiary,389,yes,1,255.7
16417,1,36,married,tertiary,23,no,1,276.6
16418,0,32,single,tertiary,-59,yes,0,206.6
16419,0,48,married,primary,7020,no,0,234.2
16420,1,39,married,tertiary,267,yes,1,259
16421,1,31,married,secondary,5,yes,1,271.1
16422,0,30,single,secondary,25,no,1,192
16423,0,34,single,secondary,2646,no,0,212.7
16424,1,29,married,tertiary,22171,no,1,222.5
16425,1,51,married,tertiary,0,no,1,331.8
16426,0,34,married,secondary,50,yes,1,258.2
16427,0,31,single,secondary,1957,yes,1,237.7
16428,0,33,married,tertiary,6699,yes,1,256
16429,0,38,married,tertiary,-314,yes,1,226.6
16430,1,27,single,secondary,-145,yes,1,237.5
16431,0,61,married,unknown,1088,no,1,340.3
16432,0,33,married,secondary,353,no,0,215.5
16433,0,32,single,secondary,249,no,0,206.8
16434,1,34,married,tertiary,1007,yes,1,254.3
16435,1,44,married,tertiary,724,no,0,255.3
16436,1,48,single,tertiary,150,no,1,304.3
16437,1,65,married,primary,0,no,0,332.8
16438,0,57,divorced,tertiary,2923,yes,1,316.6
16439,0,54,divorced,primary,0,yes,0,282
16440,1,36,married,unknown,146,yes,1,268.1
16441,0,26,single,secondary,170,yes,1,208.8
16442,1,41,married,primary,64,yes,0,247.3
16443,1,58,divorced,tertiary,1573,no,1,357.3
16444,1,43,married,secondary,136,no,0,261.4
16445,1,44,married,secondary,4758,yes,1,268.1
16446,1,34,married,primary,703,yes,0,201.8
16447,0,53,single,secondary,2398,yes,1,298.1
16448,0,41,married,secondary,176,yes,1,279.4
16449,1,26,married,tertiary,318,no,1,198.4
16450,0,46,divorced,secondary,5,no,0,228.7
16451,1,41,married,primary,343,yes,1,278.4
16452,1,28,single,secondary,317,no,1,264.3
16453,1,41,divorced,secondary,787,yes,0,258.1
16454,0,36,married,secondary,998,yes,0,232
16455,1,42,married,unknown,4945,yes,1,263.6
16456,1,37,married,tertiary,756,no,0,217.1
16457,0,31,married,tertiary,92,yes,1,247.5
16458,1,57,married,secondary,1172,yes,0,330.3
16459,0,54,single,secondary,217,no,0,277.2
16460,1,47,married,secondary,3188,yes,0,311.6
16461,1,42,married,primary,214,yes,1,268.9
16462,0,38,married,primary,0,yes,1,251.4
16463,0,32,single,unknown,1670,yes,1,219.7
16464,1,40,single,secondary,1547,yes,1,270.2
16465,0,52,married,tertiary,0,no,1,259.3
16466,0,27,married,secondary,100,no,0,183.7
16467,1,38,married,tertiary,0,yes,1,284.7
16468,1,58,married,secondary,413,yes,0,332.8
